rut_revisor,id_articulo
87566862,00238
729882186,00238
420961820,00238
655059121,00239
789858659,00239
923514007,00239
44322016K,00240
67231139,00240
978706983,00240
626968279,00241
655059121,00241
789858659,00241
255957864,00242
34397465,00242
729882186,00242
417848649,00243
191580508,00243
288869561,00243
255957864,00244
191580508,00244
44322016K,00244
44322016K,00245
729882186,00245
62834994,00245
67231139,00246
729882186,00246
626968279,00246
860828308,00247
173802633,00247
811473367,00247
929392280,00248
591018779,00248
805125489,00248
119779669,00249
49331746,00249
655059121,00249
648754949,00250
44322016K,00250
346762284,00250
591018779,00251
655059121,00251
119779669,00251
468820013,00252
789858659,00252
34397465,00252
119779669,00253
655059121,00253
978706983,00253
626968279,00254
811473367,00254
893309330,00254
87566862,00255
655059121,00255
346762284,00255
728114592,00256
558135387,00256
417848649,00256
805125489,00257
173802633,00257
417848649,00257
591018779,00258
789858659,00258
44322016K,00258
420961820,00259
811473367,00259
87566862,00259
626968279,00260
191580508,00260
420961820,00260
789858659,00261
860828308,00261
62834994,00261
558135387,00262
110910088,00262
274283858,00262
591018779,00263
558135387,00263
655854835,00263
67231139,00264
880916815,00264
648754949,00264
34397465,00265
407051483,00265
978706983,00265
634882766,00266
119779669,00266
543729337,00266
728114592,00267
308368386,00267
420961820,00267
346762284,00268
274283858,00268
789013241,00268
558135387,00269
274283858,00269
805125489,00269
191580508,00270
655059121,00270
288869561,00270
893309330,00271
655059121,00271
709951165,00271
191580508,00272
62834994,00272
420961820,00272
655059121,00273
420961820,00273
978706983,00273
789858659,00274
34397465,00274
255957864,00274
789858659,00275
35546170K,00275
468820013,00275
923514007,00276
119779669,00276
35546170K,00276
318139342,00277
893309330,00277
468820013,00277
35546170K,00278
729882186,00278
177196436,00278
558135387,00279
655854835,00279
255957864,00279
110910088,00280
543729337,00280
35546170K,00280
417848649,00281
191580508,00281
288869561,00281
385406649,00282
34397465,00282
255957864,00282
543729337,00283
110910088,00283
893309330,00283
728114592,00284
388502053,00284
449215079,00284
634882766,00285
420961820,00285
191580508,00285
805125489,00286
407051483,00286
173802633,00286
440185541,00287
87566862,00287
923514007,00287
44322016K,00288
34397465,00288
729882186,00288
860828308,00289
709951165,00289
49331746,00289
805125489,00290
728114592,00290
648754949,00290
709951165,00291
655854835,00291
634882766,00291
191580508,00292
62834994,00292
805125489,00292
811473367,00293
893309330,00293
34397465,00293
407051483,00294
648754949,00294
385406649,00294
62834994,00295
67231139,00295
805125489,00295
385406649,00296
308368386,00296
407051483,00296
655059121,00297
417848649,00297
119779669,00297
626968279,00298
49331746,00298
67231139,00298
255957864,00299
789013241,00299
626968279,00299
655059121,00300
591018779,00300
34397465,00300
709951165,00301
49331746,00301
728114592,00301
978706983,00302
591018779,00302
729882186,00302
978706983,00303
420961820,00303
634882766,00303
191580508,00304
626968279,00304
558135387,00304
417848649,00305
805125489,00305
288869561,00305
811473367,00306
346762284,00306
626968279,00306
440185541,00307
346762284,00307
634882766,00307
110910088,00308
789013241,00308
62834994,00308
177196436,00309
893309330,00309
923514007,00309
131281447,00310
543729337,00310
709951165,00310
191580508,00311
728114592,00311
543729337,00311
407051483,00312
729882186,00312
728114592,00312
634882766,00313
655059121,00313
929392280,00313
346762284,00314
978706983,00314
417848649,00314
420961820,00315
655059121,00315
468820013,00315
34397465,00316
709951165,00316
634882766,00316
634882766,00317
449215079,00317
173802633,00317
626968279,00318
655059121,00318
420961820,00318
543729337,00319
789858659,00319
929392280,00319
62834994,00320
543729337,00320
191580508,00320
709951165,00321
44322016K,00321
49331746,00321
634882766,00322
709951165,00322
440185541,00322
929392280,00323
468820013,00323
440185541,00323
177196436,00324
626968279,00324
558135387,00324
543729337,00325
407051483,00325
110910088,00325
893309330,00326
385406649,00326
407051483,00326
893309330,00327
67231139,00327
119779669,00327
929392280,00328
805125489,00328
308368386,00328
110910088,00329
929392280,00329
346762284,00329
417848649,00330
440185541,00330
49331746,00330
49331746,00331
558135387,00331
655059121,00331
44322016K,00332
648754949,00332
543729337,00332
558135387,00333
729882186,00333
893309330,00333
655059121,00334
626968279,00334
648754949,00334
388502053,00335
728114592,00335
449215079,00335
417848649,00336
35546170K,00336
543729337,00336
177196436,00337
318139342,00337
173802633,00337
67231139,00338
407051483,00338
805125489,00338
558135387,00339
978706983,00339
119779669,00339
923514007,00340
388502053,00340
789858659,00340
274283858,00341
420961820,00341
709951165,00341
173802633,00342
35546170K,00342
440185541,00342
119779669,00343
417848649,00343
62834994,00343
35546170K,00344
709951165,00344
191580508,00344
648754949,00345
634882766,00345
655059121,00345
969543664,00346
119779669,00346
893309330,00346
591018779,00347
191580508,00347
811473367,00347
728114592,00348
709951165,00348
417848649,00348
860828308,00349
420961820,00349
274283858,00349
440185541,00350
87566862,00350
558135387,00350
87566862,00351
385406649,00351
407051483,00351
308368386,00352
648754949,00352
318139342,00352
308368386,00353
385406649,00353
346762284,00353
44322016K,00354
811473367,00354
543729337,00354
805125489,00355
119779669,00355
729882186,00355
110910088,00356
558135387,00356
860828308,00356
626968279,00357
811473367,00357
893309330,00357
543729337,00358
49331746,00358
655059121,00358
634882766,00359
929392280,00359
346762284,00359
35546170K,00360
420961820,00360
729882186,00360
308368386,00361
929392280,00361
634882766,00361
67231139,00362
655059121,00362
978706983,00362
420961820,00363
543729337,00363
35546170K,00363
978706983,00364
119779669,00364
893309330,00364
173802633,00365
110910088,00365
709951165,00365
420961820,00366
191580508,00366
655059121,00366
655854835,00367
440185541,00367
255957864,00367
626968279,00368
929392280,00368
417848649,00368
67231139,00369
274283858,00369
978706983,00369
173802633,00370
893309330,00370
62834994,00370
420961820,00371
893309330,00371
34397465,00371
558135387,00372
805125489,00372
880916815,00372
346762284,00373
558135387,00373
255957864,00373
274283858,00374
558135387,00374
591018779,00374
388502053,00375
449215079,00375
728114592,00375
35546170K,00376
407051483,00376
49331746,00376
110910088,00377
655854835,00377
893309330,00377
274283858,00378
558135387,00378
880916815,00378
35546170K,00379
62834994,00379
978706983,00379
87566862,00380
35546170K,00380
978706983,00380
119779669,00381
255957864,00381
173802633,00381
789858659,00382
67231139,00382
978706983,00382
255957864,00383
929392280,00383
420961820,00383
346762284,00384
728114592,00384
385406649,00384
655059121,00385
709951165,00385
44322016K,00385
49331746,00386
893309330,00386
110910088,00386
440185541,00387
929392280,00387
805125489,00387
626968279,00388
655059121,00388
34397465,00388
558135387,00389
449215079,00389
728114592,00389
177196436,00390
923514007,00390
626968279,00390
407051483,00391
811473367,00391
805125489,00391
407051483,00392
385406649,00392
87566862,00392
62834994,00393
449215079,00393
789858659,00393
49331746,00394
626968279,00394
34397465,00394
308368386,00395
811473367,00395
62834994,00395
449215079,00396
728114592,00396
388502053,00396
789858659,00397
346762284,00397
789013241,00397
34397465,00398
274283858,00398
729882186,00398
318139342,00399
923514007,00399
648754949,00399
67231139,00400
385406649,00400
274283858,00400
110910088,00401
62834994,00401
634882766,00401
805125489,00402
811473367,00402
893309330,00402
420961820,00403
44322016K,00403
110910088,00403
709951165,00404
110910088,00404
191580508,00404
44322016K,00405
655059121,00405
385406649,00405
407051483,00406
34397465,00406
811473367,00406
417848649,00407
440185541,00407
969543664,00407
62834994,00408
729882186,00408
44322016K,00408
591018779,00409
729882186,00409
420961820,00409
44322016K,00410
417848649,00410
173802633,00410
929392280,00411
131281447,00411
558135387,00411
119779669,00412
626968279,00412
255957864,00412
255957864,00413
62834994,00413
789013241,00413
860828308,00414
978706983,00414
110910088,00414
34397465,00415
35546170K,00415
87566862,00415
318139342,00416
87566862,00416
648754949,00416
729882186,00417
44322016K,00417
62834994,00417
789858659,00418
110910088,00418
407051483,00418
